tow_date,tow_reason,storage_company,street,city,geo_location,longitude,latitude,location,block,hh_income,pop_total,pop_black,state,tract
2020-02-28,REPO,Par,19904 Sugar Notch Cir,Montgomery Village,POINT (-77.181268 39.183713),-77.181268,39.183713,"(39.183713, -77.181268)",7001052,130833,1698,549,24,700105
2020-04-19,NOP,Authorized,8518 Fountain Valley Dr,Montgomery Village,POINT (-77.177098 39.18343),-77.177098,39.18343,"(39.18343, -77.177098)",7001052,130833,1698,549,24,700105
2020-06-29,PRV,Authorized,8531 Tindal Springs Dr,Montgomery Village,POINT (-77.178774 39.184628),-77.178774,39.184628000000004,"(39.184628, -77.178774)",7001052,130833,1698,549,24,700105
2020-06-16,PKG,Authorized,19910 Silverfield Dr,Montgomery Village,POINT (-77.17608 39.182761),-77.17608,39.182761,"(39.182761, -77.17608)",7001052,130833,1698,549,24,700105
2020-06-26,FIRE,Authorized,19901 Wild Ginger Pl,Montgomery Village,POINT (-77.180783 39.182294),-77.18078299999999,39.182294,"(39.182294, -77.180783)",7001052,130833,1698,549,24,700105
2020-07-24,FIRE,Authorized,8700 Drexel Hill Pl,Montgomery Village,POINT (-77.180217 39.184579),-77.180217,39.184579,"(39.184579, -77.180217)",7001052,130833,1698,549,24,700105
2020-10-23,REPO,Thomas,8506 Tindal Springs Dr,Montgomery Village,POINT (-77.178 39.18542),-77.178,39.18542,"(39.18542, -77.178)",7001052,130833,1698,549,24,700105
2020-10-27,REPO,Final Notice,8705 Ferrysburg Way,Montgomery Village,POINT (-77.180101 39.184049),-77.18010100000001,39.184049,"(39.184049, -77.180101)",7001052,130833,1698,549,24,700105
2020-08-04,FIRE,Authorized,20107 Loading Rock Pl,Montgomery Village,POINT (-77.17894 39.185807),-77.17894,39.185807000000004,"(39.185807, -77.17894)",7001052,130833,1698,549,24,700105
2020-10-30,PKG,Authorized,19914 Sugar Notch Cir,Montgomery Village,POINT (-77.181466 39.184079),-77.181466,39.184079,"(39.184079, -77.181466)",7001052,130833,1698,549,24,700105
2020-10-10,NOP,Authorized,8709 Ferrysburg Way,Montgomery Village,POINT (-77.180271 39.184013),-77.18027099999999,39.184013,"(39.184013, -77.180271)",7001052,130833,1698,549,24,700105
2020-12-11,PKG,Authorized,36 Tindal Springs Ct,Montgomery Village,POINT (-77.177056 39.185695),-77.17705600000001,39.185695,"(39.185695, -77.177056)",7001052,130833,1698,549,24,700105
2021-01-23,FIRE,Authorized,8704 Wild Ginger Way,Montgomery Village,POINT (-77.181078 39.182998),-77.181078,39.182998,"(39.182998, -77.181078)",7001052,130833,1698,549,24,700105
2021-01-09,FIRE,Authorized,19903 Waxmyrtle Way,Montgomery Village,POINT (-77.179692 39.181964),-77.179692,39.181964,"(39.181964, -77.179692)",7001052,130833,1698,549,24,700105
2021-01-30,FIRE,Authorized,8701 Ferrysburg Way,Montgomery Village,POINT (-77.17993 39.184084),-77.17993,39.184084000000006,"(39.184084, -77.17993)",7001052,130833,1698,549,24,700105
2020-05-17,PKG,Authorized,20303 Bay Point Pl,Montgomery Village,POINT (-77.161857 39.18723),-77.161857,39.18723,"(39.18723, -77.161857)",7001053,135263,3006,1088,24,700105
2020-02-24,REPO,Other,7924 Otter Cove Ct,Montgomery Village,POINT (-77.15947 39.18685),-77.15947,39.18685,"(39.18685, -77.15947)",7001053,135263,3006,1088,24,700105
2020-02-19,REPO,L&K,20301 Trolley Crossing Ct,Montgomery Village,POINT (-77.158843 39.188217),-77.158843,39.188217,"(39.188217, -77.158843)",7001053,135263,3006,1088,24,700105
2020-02-27,TRF,Authorized,20316 Bay Point Pl,Montgomery Village,POINT (-77.161825 39.187547),-77.161825,39.187546999999995,"(39.187547, -77.161825)",7001053,135263,3006,1088,24,700105
2020-08-08,PRV,Authroized,20210 Yankee Harbor Pl,Montgomery Village,POINT (-77.15791 39.186665),-77.15791,39.186665000000005,"(39.186665, -77.15791)",7001053,135263,3006,1088,24,700105
2020-12-07,REPO,Other,7518 Mattingly Ln,Gaithersburg,POINT (-77.158442 39.184685),-77.15844200000001,39.184684999999995,"(39.184685, -77.158442)",7001053,135263,3006,1088,24,700105
2021-02-07,REPO,Other,20311 Seabrook Dr,Montgomery Village,POINT (-77.155716 39.187729),-77.155716,39.187729,"(39.187729, -77.155716)",7001053,135263,3006,1088,24,700105
2021-01-20,72,Diversified,19920 Tygart Ln,Gaithersburg,POINT (-77.160947 39.184854),-77.160947,39.184854,"(39.184854, -77.160947)",7001053,135263,3006,1088,24,700105
2021-01-09,FIRE,Authorized,4 Battery Bend Ct,Montgomery Village,POINT (-77.156701 39.189195),-77.156701,39.189195,"(39.189195, -77.156701)",7001053,135263,3006,1088,24,700105
2021-01-09,PKG,Authorized,8044 Harbor Tree Way,Montgomery Village,POINT (-77.162641 39.187002),-77.16264100000001,39.187002,"(39.187002, -77.162641)",7001053,135263,3006,1088,24,700105
2021-01-08,REPO,Final Notice,7664 Elioak Ter,Gaithersburg,POINT (-77.158403 39.18371),-77.158403,39.18371,"(39.18371, -77.158403)",7001053,135263,3006,1088,24,700105
2020-12-12,REPO,Other,13 Honeysuckle Ct,Damascus,POINT (-77.211183 39.320662),-77.21118299999999,39.320662,"(39.320662, -77.211183)",7002041,96146,1206,28,24,700204
2020-12-27,REPO,Cody,10504 Moxley Rd,Damascus,POINT (-77.217377 39.316181),-77.217377,39.316181,"(39.316181, -77.217377)",7002041,96146,1206,28,24,700204
2021-02-21,REPO,Etc,9101 Gue Rd,Damascus,POINT (-77.187416 39.302702),-77.187416,39.302702000000004,"(39.302702, -77.187416)",7002041,96146,1206,28,24,700204
2020-02-16,REPO,Par,22774 Sweetspire Dr,Clarksburg,POINT (-77.245943 39.229484),-77.24594300000001,39.229484,"(39.229484, -77.245943)",7002051,151683,8987,1261,24,700205
2020-02-10,REPO,Etc,23143 Arora Hills Dr,Clarksburg,POINT (-77.248478 39.233474),-77.248478,39.233474,"(39.233474, -77.248478)",7002051,151683,8987,1261,24,700205
2020-12-14,PKG,Henrys,11909 Sweet Shrub Cir,Clarksburg,POINT (-77.248275 39.231103),-77.248275,39.231103000000004,"(39.231103, -77.248275)",7002051,151683,8987,1261,24,700205
2020-12-16,PRV,Megex,21533 Davis Mill Rd,Germantown,POINT (-77.208663 39.210038),-77.208663,39.210038,"(39.210038, -77.208663)",7002051,151683,8987,1261,24,700205
2020-12-04,REPO,Etc,22940 Arora Hills Dr,Clarksburg,POINT (-77.248784 39.231054),-77.248784,39.231054,"(39.231054, -77.248784)",7002051,151683,8987,1261,24,700205
2021-01-20,FIRE,Henrys,11945 Sweet Shrub Cir,Clarksburg,POINT (-77.248613 39.231279),-77.248613,39.231279,"(39.231279, -77.248613)",7002051,151683,8987,1261,24,700205
2021-02-08,REPO,,11909 Chestnut Branch Way,Clarksburg,POINT (-77.247865 39.228688),-77.247865,39.228688,"(39.228688, -77.247865)",7002051,151683,8987,1261,24,700205
2021-01-23,REPO,Other,12210 Elm Forest Ct,Clarksburg,POINT (-77.252046 39.228699),-77.25204599999999,39.228699,"(39.228699, -77.252046)",7002051,151683,8987,1261,24,700205
2021-02-08,REPO,Other,12251 Elm Forest Ct,Clarksburg,POINT (-77.252701 39.228878),-77.252701,39.228878,"(39.228878, -77.252701)",7002051,151683,8987,1261,24,700205
2020-10-27,REPO,Other,24306 Preakness Dr,Damascus,POINT (-77.222311 39.259214),-77.222311,39.259214,"(39.259214, -77.222311)",7002052,167571,2634,322,24,700205
2021-01-25,REPO,,23630 Woodfield Rd,Gaithersburg,POINT (-77.187179 39.244568),-77.187179,39.244568,"(39.244568, -77.187179)",7002063,122560,2546,200,24,700206
2020-04-12,PKG,Henrys,10075 Shelldrake Cir,Damascus,POINT (-77.208028 39.279092),-77.208028,39.279092,"(39.279092, -77.208028)",7002071,116635,2487,415,24,700207
2020-05-15,PKG,Henrys,53 Shelldrake Ct,Damascus,POINT (-77.208465 39.278792),-77.208465,39.278791999999996,"(39.278792, -77.208465)",7002071,116635,2487,415,24,700207
2020-05-22,PKG,Henrys,10041 Shelldrake Cir,Damascus,POINT (-77.207799 39.278491),-77.207799,39.278490999999995,"(39.278491, -77.207799)",7002071,116635,2487,415,24,700207
2020-05-25,FIRE,Henrys,10170 Shelldrake Cir,Damascus,POINT (-77.209406 39.278272),-77.209406,39.278271999999994,"(39.278272, -77.209406)",7002071,116635,2487,415,24,700207
2020-05-18,FIRE,Henrys,10166 Shelldrake Cir,Damascus,POINT (-77.209467 39.27837),-77.209467,39.27837,"(39.27837, -77.209467)",7002071,116635,2487,415,24,700207
2020-05-10,PKG,Henrys,10015 Shelldrake Cir,Damascus,POINT (-77.208231 39.27793),-77.20823100000001,39.27793,"(39.27793, -77.208231)",7002071,116635,2487,415,24,700207
2020-02-21,PKG,Custom,25514 Joy Ln,Damascus,POINT (-77.213374 39.275023),-77.213374,39.275023,"(39.275023, -77.213374)",7002071,116635,2487,415,24,700207
2020-02-11,REPO,Final Notice,24737 Nickelby Dr,Damascus,POINT (-77.215359 39.264565),-77.21535899999999,39.264565000000005,"(39.264565, -77.215359)",7002071,116635,2487,415,24,700207
2020-02-04,REPO,Other,24826 Cutsail Dr,Damascus,POINT (-77.216935 39.262672),-77.21693499999999,39.262671999999995,"(39.262672, -77.216935)",7002071,116635,2487,415,24,700207
2020-02-26,REPO,Other,10171 Shelldrake Cir,Damascus,POINT (-77.209524 39.278453),-77.209524,39.278453000000006,"(39.278453, -77.209524)",7002071,116635,2487,415,24,700207
2020-02-10,PKG,Henrys,39 Shelldrake Ct,Damascus,POINT (-77.208468 39.278469),-77.20846800000001,39.278469,"(39.278469, -77.208468)",7002071,116635,2487,415,24,700207
2020-02-18,REPO,Etc Recovery,29 Bloom Ct,Damascus,POINT (-77.216734 39.267747),-77.216734,39.267747,"(39.267747, -77.216734)",7002071,116635,2487,415,24,700207
2020-04-12,PKG,Henrys,10150 Shelldrake Cir,Damascus,POINT (-77.209638 39.278897),-77.209638,39.278897,"(39.278897, -77.209638)",7002071,116635,2487,415,24,700207
2020-04-12,PKG,Henrys,10125 Shelldrake Cir,Damascus,POINT (-77.209113 39.279281),-77.209113,39.279281,"(39.279281, -77.209113)",7002071,116635,2487,415,24,700207
2020-04-15,PKG,Henrys,10195 Shelldrake Cir,Damascus,POINT (-77.209782 39.277669),-77.20978199999999,39.277669,"(39.277669, -77.209782)",7002071,116635,2487,415,24,700207
2020-04-15,PKG,Henrys,10000 Shelldrake Cir,Damascus,POINT (-77.208599 39.277403),-77.20859899999999,39.277403,"(39.277403, -77.208599)",7002071,116635,2487,415,24,700207
2020-06-08,FIRE,Henrys,10111 Shelldrake Cir,Damascus,POINT (-77.208614 39.279203),-77.208614,39.279203,"(39.279203, -77.208614)",7002071,116635,2487,415,24,700207
2020-07-17,PKG,Henrys,37 Shelldrake Ct,Damascus,POINT (-77.208496 39.278419),-77.208496,39.278419,"(39.278419, -77.208496)",7002071,116635,2487,415,24,700207
2020-07-11,PKG,Henrys,10161 Shelldrake Cir,Damascus,POINT (-77.209646 39.278857),-77.20964599999999,39.278857,"(39.278857, -77.209646)",7002071,116635,2487,415,24,700207
2020-07-19,PKG,Henrys,10135 Shelldrake Cir,Damascus,POINT (-77.209376 39.279273),-77.209376,39.279272999999996,"(39.279273, -77.209376)",7002071,116635,2487,415,24,700207
2020-10-17,PKG,Henrys,10150 Shelldrake Cir,Damascus,POINT (-77.209638 39.278897),-77.209638,39.278897,"(39.278897, -77.209638)",7002071,116635,2487,415,24,700207
2020-08-13,PRV,Custom,25343 Damascus Park Ter,Damascus,POINT (-77.213835 39.271989),-77.213835,39.271989000000005,"(39.271989, -77.213835)",7002071,116635,2487,415,24,700207
2020-08-22,FIRE,Henrys,10150 Shelldrake Cir,Damascus,POINT (-77.209638 39.278897),-77.209638,39.278897,"(39.278897, -77.209638)",7002071,116635,2487,415,24,700207
2020-08-29,NOP,Custom,25343 Damascus Park Ter,Damascus,POINT (-77.213835 39.271989),-77.213835,39.271989000000005,"(39.271989, -77.213835)",7002071,116635,2487,415,24,700207
2020-12-12,NOP,Diversified,10571 Tralee Ter,Damascus,POINT (-77.215681 39.26995),-77.215681,39.26995,"(39.26995, -77.215681)",7002071,116635,2487,415,24,700207
2020-12-12,NOP,Diversified,10574 Tralee Ter,Damascus,POINT (-77.215359 39.26975),-77.21535899999999,39.26975,"(39.26975, -77.215359)",7002071,116635,2487,415,24,700207
2020-12-16,NOP,Henrys,10159 Shelldrake Cir,Damascus,POINT (-77.209634 39.278918),-77.209634,39.278918,"(39.278918, -77.209634)",7002071,116635,2487,415,24,700207
2020-12-16,PKG,,30 Shelldrake Ct,Damascus,POINT (-77.208561 39.278337),-77.208561,39.278337,"(39.278337, -77.208561)",7002071,116635,2487,415,24,700207
2020-12-26,PRV,Henrys,10173 Shelldrake Cir,Damascus,POINT (-77.209481 39.27839),-77.20948100000001,39.27839,"(39.27839, -77.209481)",7002071,116635,2487,415,24,700207
2020-12-16,NOP,Henrys,10167 Shelldrake Cir,Damascus,POINT (-77.20966 39.278759),-77.20966,39.278759,"(39.278759, -77.20966)",7002071,116635,2487,415,24,700207
2020-12-16,NOP,Henrys,10195 Shelldrake Cir,Damascus,POINT (-77.209782 39.277669),-77.20978199999999,39.277669,"(39.277669, -77.209782)",7002071,116635,2487,415,24,700207
2020-12-15,FIRE,Custom,25309 Damascus Park Ter,Damascus,POINT (-77.214196 39.272338),-77.214196,39.272338,"(39.272338, -77.214196)",7002071,116635,2487,415,24,700207
2020-12-15,REPO,Other,25506 Coltrane Dr,Damascus,POINT (-77.211915 39.276727),-77.211915,39.276727,"(39.276727, -77.211915)",7002071,116635,2487,415,24,700207
2021-01-04,FIRE,Custom,10411 Damascus Park Ln,Damascus,POINT (-77.214322 39.272893),-77.214322,39.272892999999996,"(39.272893, -77.214322)",7002071,116635,2487,415,24,700207
2021-02-28,PKG,Henrys,10169 Shelldrake Cir,Damascus,POINT (-77.20966 39.278759),-77.20966,39.278759,"(39.278759, -77.20966)",7002071,116635,2487,415,24,700207
2021-01-30,REPO,Other,25019 Oak Dr,Damascus,POINT (-77.220428 39.26654),-77.220428,39.26654,"(39.26654, -77.220428)",7002071,116635,2487,415,24,700207
2021-02-12,PRV,Henrys,10177 Shelldrake Cir,Damascus,POINT (-77.209396 39.278241),-77.209396,39.278240999999994,"(39.278241, -77.209396)",7002071,116635,2487,415,24,700207
2021-01-08,FIRE,Henrys,10150 Shelldrake Cir,Damascus,POINT (-77.209638 39.278897),-77.209638,39.278897,"(39.278897, -77.209638)",7002071,116635,2487,415,24,700207
2021-02-12,PRV,,10177 Shelldrake Cir,Damascus,POINT (-77.209396 39.278241),-77.209396,39.278240999999994,"(39.278241, -77.209396)",7002071,116635,2487,415,24,700207
2021-02-12,NOP,Henrys,10197 Shelldrake Cir,Damascus,POINT (-77.20983 39.277623),-77.20983000000001,39.277623,"(39.277623, -77.20983)",7002071,116635,2487,415,24,700207
2021-01-29,REPO,Other,10077 Shelldrake Cir,Damascus,POINT (-77.20808 39.279107),-77.20808000000001,39.279107,"(39.279107, -77.20808)",7002071,116635,2487,415,24,700207
2021-01-07,NOP,Diversified,10571 Tralee Ter,Damascus,POINT (-77.215681 39.26995),-77.215681,39.26995,"(39.26995, -77.215681)",7002071,116635,2487,415,24,700207
2021-01-04,FIRE,Custom,10401 Damascus Park Ln,Damascus,POINT (-77.213948 39.272902),-77.213948,39.272902,"(39.272902, -77.213948)",7002071,116635,2487,415,24,700207
2021-01-28,FIRE,Custom,25319 Damascus Park Ter,Damascus,POINT (-77.214181 39.272295),-77.21418100000001,39.272295,"(39.272295, -77.214181)",7002071,116635,2487,415,24,700207
2021-02-23,FIRE,Henrys,10149 Shelldrake Cir,Damascus,POINT (-77.209562 39.279135),-77.209562,39.279135,"(39.279135, -77.209562)",7002071,116635,2487,415,24,700207
2021-01-02,PKG,Henrys,10170 Shelldrake Cir,Damascus,POINT (-77.209406 39.278272),-77.209406,39.278271999999994,"(39.278272, -77.209406)",7002071,116635,2487,415,24,700207
2021-02-03,NOP,Diversified,10574 Tralee Ter,Damascus,POINT (-77.215359 39.26975),-77.21535899999999,39.26975,"(39.26975, -77.215359)",7002071,116635,2487,415,24,700207
2021-02-17,72,Aau,10177 Shelldrake Cir,Damascus,POINT (-77.209396 39.278241),-77.209396,39.278240999999994,"(39.278241, -77.209396)",7002071,116635,2487,415,24,700207
2021-01-08,NOP,Diversified,25222 Tralee Ct,Damascus,POINT (-77.215215 39.27063),-77.215215,39.27063,"(39.27063, -77.215215)",7002071,116635,2487,415,24,700207
2020-04-22,NOP,Henrys,9813 Bethesda Church Rd,Damascus,POINT (-77.20374 39.28355),-77.20374,39.28355,"(39.28355, -77.20374)",7002072,99485,2955,387,24,700207
2020-05-13,NOP,Henrys,9817 Bethesda Church Rd,Damascus,POINT (-77.203795 39.283538),-77.203795,39.283538,"(39.283538, -77.203795)",7002072,99485,2955,387,24,700207
2020-05-10,NOP,Henrys,9817 Bethesda Church Rd,Damascus,POINT (-77.203795 39.283538),-77.203795,39.283538,"(39.283538, -77.203795)",7002072,99485,2955,387,24,700207
2020-05-23,NOP,Henrys,9809 Bethesda Church Rd,Damascus,POINT (-77.203684 39.283561),-77.203684,39.283561,"(39.283561, -77.203684)",7002072,99485,2955,387,24,700207
2020-05-10,PKG,Henrys,9815 Bethesda Church Rd,Damascus,POINT (-77.203767 39.283544),-77.203767,39.283544,"(39.283544, -77.203767)",7002072,99485,2955,387,24,700207
2020-05-06,PKG,Henrys,9821 Bethesda Church Rd,Damascus,POINT (-77.20385 39.283525),-77.20385,39.283525,"(39.283525, -77.20385)",7002072,99485,2955,387,24,700207
2020-05-20,FIRE,Henrys,1 Valley Park Ct,Damascus,POINT (-77.204767 39.278088),-77.204767,39.278088000000004,"(39.278088, -77.204767)",7002072,99485,2955,387,24,700207
2020-05-10,EXP,Henrys,9801 Bethesda Church Rd,Damascus,POINT (-77.203995 39.283485),-77.20399499999999,39.283485,"(39.283485, -77.203995)",7002072,99485,2955,387,24,700207
2020-05-06,EXP,Henrys,9821 Bethesda Church Rd,Damascus,POINT (-77.20385 39.283525),-77.20385,39.283525,"(39.283525, -77.20385)",7002072,99485,2955,387,24,700207
2020-05-27,NOP,Henrys,26012 Brigadier Pl,Damascus,POINT (-77.202657 39.283736),-77.20265699999999,39.283736,"(39.283736, -77.202657)",7002072,99485,2955,387,24,700207
2020-05-10,NOP,Henrys,26015 Brigadier Pl,Damascus,POINT (-77.204814 39.284133),-77.204814,39.284133000000004,"(39.284133, -77.204814)",7002072,99485,2955,387,24,700207
2020-05-23,NOP,Henrys,9821 Bethesda Church Rd,Damascus,POINT (-77.20385 39.283525),-77.20385,39.283525,"(39.283525, -77.20385)",7002072,99485,2955,387,24,700207
2020-05-03,EXP,Henrys,9815 Bethesda Church Rd,Damascus,POINT (-77.203767 39.283544),-77.203767,39.283544,"(39.283544, -77.203767)",7002072,99485,2955,387,24,700207
2020-05-30,NOP,Henrys,9817 Bethesda Church Rd,Damascus,POINT (-77.203795 39.283538),-77.203795,39.283538,"(39.283538, -77.203795)",7002072,99485,2955,387,24,700207
2020-05-10,NOP,Henrys,26015 Brigadier Pl,Damascus,POINT (-77.204814 39.284133),-77.204814,39.284133000000004,"(39.284133, -77.204814)",7002072,99485,2955,387,24,700207
2020-05-21,NOP,Henrys,26012 Brigadier Pl,Damascus,POINT (-77.202657 39.283736),-77.20265699999999,39.283736,"(39.283736, -77.202657)",7002072,99485,2955,387,24,700207
2020-02-27,NOP,Henrys,9801 Bethesda Church Rd,Damascus,POINT (-77.203995 39.283485),-77.20399499999999,39.283485,"(39.283485, -77.203995)",7002072,99485,2955,387,24,700207
2020-02-18,REPO,Etc Recovery,26001 Brigadier Pl,Damascus,POINT (-77.204501 39.283305),-77.20450100000001,39.283305,"(39.283305, -77.204501)",7002072,99485,2955,387,24,700207
2020-02-27,PKG,Henrys,9839 Bethesda Church Rd,Damascus,POINT (-77.204092 39.28345),-77.204092,39.28345,"(39.28345, -77.204092)",7002072,99485,2955,387,24,700207
2020-02-28,NOP,Custom,10109 Ridge Manor Ter,Damascus,POINT (-77.208077 39.283819),-77.208077,39.283819,"(39.283819, -77.208077)",7002072,99485,2955,387,24,700207
2020-02-18,REPO,Other,10100 Ridge Manor Ter,Damascus,POINT (-77.208035 39.283806),-77.208035,39.283806,"(39.283806, -77.208035)",7002072,99485,2955,387,24,700207
2020-05-13,NOP,Henrys,26001 Brigadier Pl,Damascus,POINT (-77.204501 39.283305),-77.20450100000001,39.283305,"(39.283305, -77.204501)",7002072,99485,2955,387,24,700207
2020-04-22,NOP,Henrys,9801 Bethesda Church Rd,Damascus,POINT (-77.203995 39.283485),-77.20399499999999,39.283485,"(39.283485, -77.203995)",7002072,99485,2955,387,24,700207
2020-04-26,NOP,Henrys,9815 Bethesda Church Rd,Damascus,POINT (-77.203767 39.283544),-77.203767,39.283544,"(39.283544, -77.203767)",7002072,99485,2955,387,24,700207
2020-04-26,NOP,Henrys,9815 Bethesda Church Rd,Damascus,POINT (-77.203767 39.283544),-77.203767,39.283544,"(39.283544, -77.203767)",7002072,99485,2955,387,24,700207
2020-04-20,PKG,Henrys,9801 Bethesda Church Rd,Damascus,POINT (-77.203995 39.283485),-77.20399499999999,39.283485,"(39.283485, -77.203995)",7002072,99485,2955,387,24,700207
2020-04-09,PKG,Henrys,9809 Bethesda Church Rd,Damascus,POINT (-77.203684 39.283561),-77.203684,39.283561,"(39.283561, -77.203684)",7002072,99485,2955,387,24,700207
2020-04-30,NOP,Henrys,9809 Bethesda Church Rd,Damascus,POINT (-77.203684 39.283561),-77.203684,39.283561,"(39.283561, -77.203684)",7002072,99485,2955,387,24,700207
2020-04-22,NOP,Henrys,9815 Bethesda Church Rd,Damascus,POINT (-77.203767 39.283544),-77.203767,39.283544,"(39.283544, -77.203767)",7002072,99485,2955,387,24,700207
2020-04-18,FIRE,Henrys,25 Valley Park Ct,Damascus,POINT (-77.204677 39.277635),-77.204677,39.277635,"(39.277635, -77.204677)",7002072,99485,2955,387,24,700207
2020-04-12,NOP,Henrys,9813 Bethesda Church Rd,Damascus,POINT (-77.20374 39.28355),-77.20374,39.28355,"(39.28355, -77.20374)",7002072,99485,2955,387,24,700207
2020-04-22,EXP,Henrys,9821 Bethesda Church Rd,Damascus,POINT (-77.20385 39.283525),-77.20385,39.283525,"(39.283525, -77.20385)",7002072,99485,2955,387,24,700207
2020-04-10,NOP,Henrys,9821 Bethesda Church Rd,Damascus,POINT (-77.20385 39.283525),-77.20385,39.283525,"(39.283525, -77.20385)",7002072,99485,2955,387,24,700207
2020-04-07,NOP,Henrys,9801 Bethesda Church Rd,Damascus,POINT (-77.203995 39.283485),-77.20399499999999,39.283485,"(39.283485, -77.203995)",7002072,99485,2955,387,24,700207
